"tract","Name","Incarceration_Rate_rP_gP_p25"
24510190300,"Mount Clare, Baltimore, MD",0.0541
24510060200,"Baltimore, MD",0.0537
24510060100,"Patterson Park, Baltimore, MD",0.0534
24510271900,"Glen, Baltimore, MD",0.0534
24510250101,"Beechfield, Baltimore, MD",0.0532
24510210100,"Pigtown, Baltimore, MD",0.0532
24510260403,"Cedonia, Baltimore, MD",0.0532
24510160300,"Sandtown-Winchester, Baltimore, MD",0.0531
24005421102,"Dundalk, MD",0.0531
24510260201,"Frankford, Baltimore, MD",0.0528
24510260302,"Belair - Edison, Baltimore, MD",0.0526
24510170200,"McCulloh Homes, Baltimore, MD",0.0525
24510150200,"Sandtown-Winchester, Baltimore, MD",0.0523
24510260202,"Parkside, Baltimore, MD",0.0523
24510180200,"Poppleton, Baltimore, MD",0.0519
24510250303,"Morrell Park, Baltimore, MD",0.0518
24510250205,"Lakeland, Baltimore, MD",0.0517
24510270802,"Ramblewood, Baltimore, MD",0.0514
24005451000,"Essex, MD",0.0513
24510100200,"Baltimore, MD",0.0512
24510240300,"Riverside, Baltimore, MD",0.0508
24510150702,"Walbrook, Baltimore, MD",0.0507
24510280101,"Reisterstown Station, Baltimore, MD",0.0505
24510260203,"Frankford, Baltimore, MD",0.0504
24510160100,"Harlem Park, Baltimore, MD",0.0503
24510151300,"Central Park Heights, Baltimore, MD",0.0502
24510260101,"Cedmont, Baltimore, MD",0.0501
24510160500,"Bridgeview-Greenlawn, Baltimore, MD",0.05
24510150800,"Garwyn Oaks, Baltimore, MD",0.0499
24005452300,"Baltimore, MD",0.0499
24005420302,"Dundalk, MD",0.0498
24510170100,"Downtown, Baltimore, MD",0.0496
24027601203,"Elkridge, MD",0.0489
24005451401,"Middle River, MD",0.0489
24005450504,"Essex, MD",0.0488
24005491600,"Parkville, MD",0.0488
24510080600,"Broadway East, Baltimore, MD",0.0486
24005430300,"Lansdowne - Baltimore Highlands, Halethorpe, MD",0.0485
24005450900,"Essex, MD",0.0484
24510080101,"Belair - Edison, Baltimore, MD",0.0477
24510151000,"Dorchester, Baltimore, MD",0.0474
24510250401,"Brooklyn, Baltimore, MD",0.0469
24510270301,"Lauraville, Baltimore, MD",0.0464
24510270804,"Lake Walker, Baltimore, MD",0.0459
24510160600,"Mosher, Baltimore, MD",0.0459
24005440702,"Rosedale, MD",0.0458
24510240400,"Riverside Park, Baltimore, MD",0.0457
24510200800,"Irvington, Baltimore, MD",0.0452
24510160400,"Midtown Edmondson, Baltimore, MD",0.045
24510260800,"Baltimore Highlands, Baltimore, MD",0.0449
24005401301,"Woodlawn, MD",0.0447
24005451701,"Middle River, MD",0.0447
24005402404,"Gwynn Oak, Lochearn, MD",0.0446
24003750203,"Baltimore, MD",0.0446
24510110200,"Downtown, Baltimore, MD",0.0446
24005451500,"Middle River, MD",0.0443
24510270102,"Waltherson, Baltimore, MD",0.0438
24510200600,"Baltimore, MD",0.0438
24005430200,"Lansdowne - Baltimore Highlands, Lansdowne, MD",0.0436
24005402603,"Randallstown, MD",0.0435
24027602800,"Ellicott City, MD",0.0433
24510090400,"Better Waverly, Baltimore, MD",0.0424
24005402303,"Windsor Mill, Baltimore, MD",0.0422
24510270901,"New Northwood, Baltimore, MD",0.0422
24005452000,"Sparrows Point, MD",0.042
24005401302,"Gwynn Oak, Baltimore, MD",0.0417
24510151100,"East Arlington, Baltimore, MD",0.0413
24510250500,"Curtis Bay, Baltimore, MD",0.0412
24005400701,"Catonsville, MD",0.0412
24005491401,"Parkville, MD",0.0408
24510070100,"Baltimore, MD",0.0406
24005401506,"Windsor Mill, Baltimore, MD",0.0404
24510270801,"Idlewood, Baltimore, MD",0.0403
24005401102,"Gwynn Oak, Woodlawn, MD",0.0403
24510010500,"Upper Fells Point, Baltimore, MD",0.0403
24510260700,"Fifteenth Street, Baltimore, MD",0.0402
24027601108,"Ellicott City, MD",0.0402
24510280200,"Gwynn Oak, Baltimore, MD",0.0401
24005402302,"Windsor Mill, Milford Mill, MD",0.0398
24005411307,"Nottingham, MD",0.0396
24510280301,"Gwynn Oak, Baltimore, MD",0.0395
24005440701,"Rosedale, MD",0.0395
24005450200,"Essex, MD",0.0391
24510090300,"Ednor Gardens - Lakeside, Baltimore, MD",0.039
24005490800,"Towson, MD",0.0386
24510150400,"Mondawmin, Baltimore, MD",0.0385
24005402304,"Gwynn Oak, Baltimore, MD",0.0384
24027601104,"Ellicott City, MD",0.0384
24510280404,"Irvington, Baltimore, MD",0.0384
24005403402,"Pikesville, MD",0.0384
24510230300,"South Baltimore, Baltimore, MD",0.038
24510270200,"Lauraville, Baltimore, MD",0.038
24027601201,"Elkridge, MD",0.038
24005430101,"Lansdowne - Baltimore Highlands, Lansdowne, MD",0.0375
24510261000,"Patterson Park, Baltimore, MD",0.0374
24510260401,"Armistead Gardens, Baltimore, MD",0.0374
24005450503,"Essex, MD",0.0373
24510240100,"Locust Point, Baltimore, MD",0.0372
24510280401,"Baltimore, MD",0.037
24005420800,"Dundalk, MD",0.0367
24005451200,"Middle River, MD",0.0362
24005400100,"Catonsville, MD",0.0362
24005403201,"Gwynn Oak, Lochearn, MD",0.0362
24027606606,"Long Reach, Columbia, MD",0.0361
24005402306,"Windsor Mill, Baltimore, MD",0.0355
24510010200,"Patterson Park, Baltimore, MD",0.0354
24510110100,"Downtown, Baltimore, MD",0.0353
24510180300,"Hollins Market, Baltimore, MD",0.0352
24510120700,"Remington, Baltimore, MD",0.035
24003750801,"Glen Burnie, MD",0.0349
24510270401,"Glenham-Belford, Baltimore, MD",0.0347
24510280500,"Pleasant View Gardens, Baltimore, MD",0.0345
24005402403,"Gwynn Oak, Baltimore, MD",0.0345
24027601103,"West Elkridge, Elkridge, MD",0.0343
24005450800,"Essex, MD",0.034
24005430400,"Halethorpe, MD",0.0339
24005492101,"Parkville, MD",0.0338
24510010100,"Canton, Baltimore, MD",0.0333
24005451402,"Middle River, MD",0.0332
24510230100,"Baltimore, MD",0.0331
24005491402,"Parkville, MD",0.0329
24005402509,"Owings Mills, MD",0.0328
24510260501,"Joseph Lee, Baltimore, MD",0.0326
24005400600,"Catonsville, MD",0.0324
24510030100,"Perkins Homes, Baltimore, MD",0.0324
24005402506,"Randallstown, MD",0.0319
24003750803,"Glen Burnie, MD",0.0317
24510271802,"Langston Hughes, Baltimore, MD",0.0316
24510250600,"Brooklyn, Baltimore, MD",0.0313
24510270805,"Mid-Govans, Baltimore, MD",0.0311
24005451803,"Middle River, MD",0.0306
24510260900,"Baltimore, MD",0.0305
24005401505,"Catonsville, MD",0.0301
24005402406,"Windsor Mill, Milford Mill, MD",0.03
24005452400,"Dundalk, MD",0.0297
24003751103,"Glen Burnie, MD",0.0294
24005440300,"Nottingham, MD",0.0292
24005400900,"Catonsville, MD",0.0292
24005402307,"Pikesville, MD",0.029
24005451100,"Essex, MD",0.0288
24027606707,"Columbia, MD",0.0287
24005400800,"Catonsville, MD",0.0286
24510040100,"Downtown, Baltimore, MD",0.0284
24510250103,"Violetville, Baltimore, MD",0.0278
24005491202,"Towson, MD",0.0278
24003750201,"Brooklyn, Baltimore, MD",0.0277
24510270702,"Harford - Echodale - Perring Parkway, Baltimore, MD",0.0277
24510130803,"Medfield, Baltimore, MD",0.0274
24510210200,"Pigtown, Baltimore, MD",0.0274
24005420301,"Dundalk, MD",0.0273
24027602700,"Taylor Village, Ellicott City, MD",0.0273
24005401101,"Woodlawn, MD",0.027
24005451900,"Edgemere, MD",0.0269
24005403803,"Pikesville, MD",0.0269
24005402503,"Randallstown, MD",0.0265
24005400702,"Baltimore, MD",0.0262
24510260605,"Medford - Broening, Baltimore, MD",0.0262
24005421000,"Dundalk, MD",0.0261
24510090500,"Better Waverly, Baltimore, MD",0.026
24005402604,"Randallstown, MD",0.026
24005491300,"Baltimore, MD",0.026
24510090200,"Ednor Gardens - Lakeside, Baltimore, MD",0.0258
24510150500,"Burleith-Leighton, Baltimore, MD",0.0258
24005411302,"White Marsh, MD",0.0256
24005492002,"Parkville, MD",0.025
24005420701,"Dundalk, MD",0.0243
24510200701,"Allendale, Baltimore, MD",0.0241
24005440500,"Nottingham, MD",0.0239
24003730100,"Chestnut Hill Cove, Riviera Beach, MD",0.0239
24005450300,"Essex, MD",0.0234
24005491500,"Parkville, MD",0.0231
24005440600,"Rosedale, MD",0.0229
24510272007,"Fallstaff, Baltimore, MD",0.0226
24005430900,"Baltimore, MD",0.0226
24003751200,"Linthicum Heights, MD",0.0225
24510271101,"Radnor - Winston, Baltimore, MD",0.0224
24005492300,"Essex, MD",0.022
24003750101,"Brooklyn Park, MD",0.022
24510250206,"Morrell Park, Baltimore, MD",0.0219
24005403100,"Gwynn Oak, Pikesville, MD",0.0219
24510270803,"Loch Raven, Baltimore, MD",0.0217
24510260404,"Baltimore Highlands, Baltimore, MD",0.0211
24510270502,"North Harford Road, Baltimore, MD",0.0202
24005420401,"Dundalk, MD",0.0202
24005401507,"Windsor Mill, Baltimore, MD",0.02
24005420200,"Dundalk, MD",0.0198
24005451300,"Middle River, MD",0.0198
24005441101,"Rosedale, MD",0.0196
24005492102,"Parkville, MD",0.0196
24005411308,"Nottingham, MD",0.0192
24005440800,"Rosedale, MD",0.0191
24005411407,"Parkville, MD",0.019
24027606607,"Long Reach, Columbia, MD",0.019
24005403802,"Pikesville, MD",0.0181
24005420500,"Baltimore, MD",0.0181
24510020200,"Upper Fells Point, Baltimore, MD",0.0181
24005403602,"Baltimore, MD",0.0178
24510010300,"Canton, Baltimore, MD",0.0177
24510280403,"Westgate, Baltimore, MD",0.0176
24510270302,"Waltherson, Baltimore, MD",0.017
24005452100,"Sparrows Point, MD",0.0167
24510270703,"North Harford Road, Baltimore, MD",0.0163
24005441102,"Rosedale, MD",0.0163
24005430104,"Lansdowne - Baltimore Highlands, Halethorpe, MD",0.016
24510240200,"Riverside, Baltimore, MD",0.0159
24027606901,"Savage, Jessup, MD",0.0153
24005411303,"Nottingham, MD",0.0151
24005430700,"Halethorpe, MD",0.0151
24005450501,"Essex, MD",0.015
24005440400,"Baltimore, MD",0.0146
24005402505,"Randallstown, MD",0.014
24005400200,"Catonsville, MD",0.014
24005440900,"Rosedale, MD",0.014
24005420600,"Baltimore, MD",0.0139
24027602302,"Columbia, MD",0.0137
24005401504,"Catonsville, MD",0.0137
24005451802,"Middle River, MD",0.0136
24027602600,"Ellicott City, MD",0.0136
24005451702,"Middle River, MD",0.0135
24003750202,"Brooklyn Park, MD",0.0132
24003750300,"Linthicum Heights, MD",0.0125
24005411408,"Nottingham, MD",0.0122
24005400400,"Catonsville, MD",0.0121
24510040200,"Downtown, Baltimore, MD",0.0119
24005490603,"Baltimore, MD",0.0117
24005403601,"Baltimore, MD",0.0117
24510030200,"Little Italy, Baltimore, MD",0.0111
24510130804,"Hampden, Baltimore, MD",0.0107
24510130700,"Hampden, Baltimore, MD",0.0103
24005403701,"Owings Mills, MD",0.0103
24005402407,"Windsor Mill, Milford Mill, MD",0.01
24005420402,"Dundalk, MD",0.01
24510271300,"Roland Park, Baltimore, MD",0.0099
24510272005,"Cross Country, Baltimore, MD",0.0098
24003751000,"Glen Burnie, MD",0.0095
24510272003,"Baltimore, MD",0.0094
24005450100,"Rosedale, MD",0.0092
24510220100,"Baltimore, MD",0.0091
24005440100,"Baltimore, MD",0.009
24003740102,"Hanover, MD",0.0087
24510130600,"Hampden, Baltimore, MD",0.0087
24005430800,"Halethorpe, MD",0.0082
24005420900,"Dundalk, MD",0.0081
24005411309,"Perry Hall, MD",0.0076
24005403401,"Pikesville, MD",0.0073
24510120201,"Baltimore, MD",0.0071
24005402202,"Baltimore County, MD",0.007
24027601107,"Waterloo, Elkridge, MD",0.0069
24510270402,"Glenham-Belford, Baltimore, MD",0.0067
24005421101,"Baltimore, MD",0.0066
24005490500,"Towson, MD",0.0055
24027602100,"Ellicott City, MD",0.0049
24027602900,"Normandy, Ellicott City, MD",0.0047
24005402602,"Randallstown, MD",0.0046
24005450400,"Essex, MD",0.0042
24005403300,"Lochearn, Pikesville, MD",0.0036
24003731308,"Pasadena, MD",0.0036
24003750900,"Glen Burnie, MD",0.0034
24005490602,"Baltimore, MD",0.0032
24005491100,"Baltimore, MD",0.0029
24510120202,"Baltimore, MD",0.0028
24027601204,"Elkridge, MD",0.0027
24005430600,"Relay, Halethorpe, MD",0.0025
24005490400,"Towson, MD",0.0018
24510270600,"Harford - Echodale - Perring Parkway, Baltimore, MD",0.0015
24510271200,"Homeland, Baltimore, MD",0.0004
24510260303,"Claremont - Freedom, Baltimore, MD",0
24005420100,"Dundalk, MD",0
24005411306,"Nottingham, MD",0
24005491000,"Baltimore, MD",0
24005403500,"Pikesville, MD",0
24510272006,"Glen, Baltimore, MD",0
24510020300,"Fells Point, Baltimore, MD",0
24005420303,"Dundalk, MD",0
24005401503,"Catonsville, MD",0
24003750102,"Baltimore, MD",0
24003750400,"Linthicum Heights, MD",0
24005403702,"Pikesville, MD",0
24005490601,"Baltimore, MD",0
24510261100,"Canton, Baltimore, MD",0
24005401400,"Catonsville, MD",0
24005491900,"Parkville, MD",0
24510120100,"Tuscany - Canterbury, Baltimore, MD",0
24005400500,"Catonsville, MD",0
24003750804,"Glen Burnie, MD",0
24005440200,"Nottingham, MD",0
24027601105,"Ellicott City, MD",0
24510271501,"Mount Washington, Baltimore, MD",0
24510130805,"Cold Springs, Baltimore, MD",0
24510271102,"Mid-Charles, Baltimore, MD",0
24005492500,"Baltimore, MD",
24005490605,"Towson, MD",
24005980200,"Lansdowne - Baltimore Highlands, Halethorpe, MD",
24510100300,"Penn - Fallsway, Baltimore, MD",
24510271503,"Cross Keys, Baltimore, MD",
24003980000,"Linthicum Heights, MD",
